oeisID	n	distinct	distinct average appearances	maximum bit length	minimum	less-than-maximum total	most common	most common appearances	bridges
A000682	26	63216	2.1564793723108076	26	22	136324	15564	8	11
A000682	26	55180	2.4310619789778904	24	15	134146	64716	9	10
A000682	26	30509	3.159756137533187	22	22	96401	171212	9	9
A000682	26	9823	4.412501272523669	20	15	43344	711884	10	8
A000682	26	2950	4.617966101694916	18	22	13623	249036	10	7
A000682	26	895	4.5664804469273745	16	15	4087	64716	9	6
A000682	26	286	4.384615384615385	14	22	1254	15564	8	5
A000682	26	90	4.355555555555555	12	15	392	4044	7	4
A000682	26	32	3.90625	10	22	125	972	6	3
A000682	26	10	4.0	8	15	40	252	5	2
A000682	26	4	3.0	6	22	12	63	4	1
A000682	26	1	3.0	4	15	3	15	3	0
A000682	27	39	1.0	54	22	39	63	1	25
A000682	27	83	1.5903614457831325	52	15	132	255	3	24
A000682	27	176	1.5909090909090908	50	22	280	63	3	23
A000682	27	384	1.5052083333333333	48	15	578	255	4	22
A000682	27	786	1.643765903307888	46	22	1292	63	4	21
A000682	27	1612	1.5837468982630274	44	15	2553	91	4	20
A000682	27	3246	1.6380160197165743	42	22	5317	668	5	19
A000682	27	6253	1.656964656964657	40	15	10361	252	5	18
A000682	27	12016	1.6650299600532623	38	22	20007	972	6	17
A000682	27	21293	1.7295355281078288	36	15	36827	2780	6	16
A000682	27	36691	1.7501567141805892	34	22	64215	10700	7	15
A000682	27	55382	1.8636018923115814	32	15	103210	4044	7	14
A000682	27	78026	1.9297541845026016	30	22	150571	15564	8	13
A000682	27	96450	2.0562571280456194	28	15	198326	44492	8	12
A000682	27	100970	2.2208378726354363	26	22	224238	171212	9	11
A000682	27	76211	2.637296453267901	24	15	200991	64716	9	10
A000682	27	33280	3.644230769230769	22	22	121280	249036	10	9
A000682	27	9823	4.675251959686451	20	15	45925	711884	10	8
A000682	27	2950	4.617966101694916	18	22	13623	249036	10	7
A000682	27	895	4.5664804469273745	16	15	4087	64716	9	6
A000682	27	286	4.384615384615385	14	22	1254	15564	8	5
A000682	27	90	4.355555555555555	12	15	392	4044	7	4
A000682	27	32	3.90625	10	22	125	972	6	3
A000682	27	10	4.0	8	15	40	252	5	2
A000682	27	4	3.0	6	22	12	63	4	1
A000682	27	1	3.0	4	15	3	15	3	0
A000682	28	40	1.0	56	15	40	15	1	26
A000682	28	87	1.5977011494252873	54	22	139	63	3	25
A000682	28	181	1.591160220994475	52	15	288	255	3	24
A000682	28	407	1.4963144963144963	50	22	609	63	4	23
A000682	28	818	1.647921760391198	48	15	1348	255	4	22
A000682	28	1729	1.5714285714285714	46	22	2717	63	4	21
A000682	28	3434	1.64065230052417	44	15	5634	252	5	20
A000682	28	6845	1.6407596785975165	42	22	11231	668	5	19
A000682	28	13052	1.663499846766779	40	15	21712	2780	6	18
A000682	28	24294	1.7019840289783486	38	22	41348	972	6	17
A000682	28	42160	1.7353889943074003	36	15	73164	4044	7	16
A000682	28	68828	1.8095251932353111	34	22	124546	10700	7	15
A000682	28	100347	1.8868426559837363	32	15	189339	44492	8	14
A000682	28	133964	1.9892583082022035	30	22	266489	15564	8	13
A000682	28	156729	2.1027633686171674	28	15	329564	64716	9	12
A000682	28	147507	2.3462479746723885	26	22	346088	171212	9	11
A000682	28	93600	2.9003632478632477	24	15	271474	711884	10	10
A000682	28	33535	4.147577158192933	22	22	139089	249036	10	9
A000682	28	9823	4.7012114425328315	20	15	46180	1035468	11	8
A000682	28	2950	4.617966101694916	18	22	13623	249036	10	7
A000682	28	895	4.5664804469273745	16	15	4087	64716	9	6
A000682	28	286	4.384615384615385	14	22	1254	15564	8	5
A000682	28	90	4.355555555555555	12	15	392	4044	7	4
A000682	28	32	3.90625	10	22	125	972	6	3
A000682	28	10	4.0	8	15	40	252	5	2
A000682	28	4	3.0	6	22	12	63	4	1
A000682	28	1	3.0	4	15	3	15	3	0
A000682	29	42	1.0	58	22	42	63	1	27
A000682	29	90	1.5888888888888888	56	15	143	255	3	26
A000682	29	192	1.5885416666666667	54	22	305	63	3	25
A000682	29	423	1.5011820330969268	52	15	635	255	4	24
A000682	29	874	1.6384439359267735	50	22	1432	63	4	23
A000682	29	1818	1.5764576457645765	48	15	2866	91	4	22
A000682	29	3717	1.6284638149044928	46	22	6053	668	5	21
A000682	29	7328	1.6428766375545851	44	15	12039	252	5	20
A000682	29	14477	1.6464737169303032	42	22	23836	972	6	19
A000682	29	26854	1.6978476204662247	40	15	45594	2780	6	18
A000682	29	49273	1.7032857751709862	38	22	83926	10700	7	17
A000682	29	81797	1.785798990183014	36	15	146073	4044	7	16
A000682	29	128861	1.8324628863659291	34	22	236133	15564	8	15
A000682	29	180908	1.9350001105534305	32	15	350057	44492	8	14
A000682	29	233250	2.014357984994641	30	22	469849	171212	9	13
A000682	29	255602	2.1745135014593	28	15	555810	64716	9	12
A000682	29	213561	2.491325663393597	26	22	532050	249036	10	11
A000682	29	109141	3.3066766842891306	24	15	360894	711884	10	10
A000682	29	33536	4.551139074427481	22	22	152627	2739404	11	9
A000682	29	9823	4.701313244426347	20	15	46181	1035468	11	8
A000682	29	2950	4.617966101694916	18	22	13623	249036	10	7
A000682	29	895	4.5664804469273745	16	15	4087	64716	9	6
A000682	29	286	4.384615384615385	14	22	1254	15564	8	5
A000682	29	90	4.355555555555555	12	15	392	4044	7	4
A000682	29	32	3.90625	10	22	125	972	6	3
A000682	29	10	4.0	8	15	40	252	5	2
A000682	29	4	3.0	6	22	12	63	4	1
A000682	29	1	3.0	4	15	3	15	3	0
A000682	30	94	1.5957446808510638	58	22	150	63	3	27
A000682	30	197	1.5888324873096447	56	15	313	255	3	26
A000682	30	446	1.493273542600897	54	22	666	63	4	25
A000682	30	906	1.6423841059602649	52	15	1488	255	4	24
A000682	30	1935	1.565891472868217	50	22	3030	63	4	23
A000682	30	3905	1.6312419974391805	48	15	6370	252	5	22
A000682	30	7920	1.6299242424242424	46	22	12909	668	5	21
A000682	30	15513	1.646425578547025	44	15	25541	2780	6	20
A000682	30	29857	1.6785678400375121	42	22	50117	972	6	19
A000682	30	54778	1.696173646354376	40	15	92913	4044	7	18
A000682	30	96609	1.7476943141943297	38	22	168843	10700	7	17
A000682	30	155380	1.804279830093963	36	15	280349	44492	8	16
A000682	30	232988	1.8859082871220836	34	22	439394	15564	8	15
A000682	30	316779	1.961490502842676	32	15	621359	64716	9	14
A000682	30	385448	2.0716490940412196	30	22	798513	171212	9	13
A000682	30	387059	2.265174043233719	28	15	876756	711884	10	12
A000682	30	277197	2.7093475037608634	26	22	751023	249036	10	11
A000682	30	115139	3.758153188754462	24	15	432710	1035468	11	10
A000682	30	33536	4.722387881679389	22	22	158370	2739404	11	9
A000682	30	9823	4.701313244426347	20	15	46181	1035468	11	8
A000682	30	2950	4.617966101694916	18	22	13623	249036	10	7
A000682	30	895	4.5664804469273745	16	15	4087	64716	9	6
A000682	30	286	4.384615384615385	14	22	1254	15564	8	5
A000682	30	90	4.355555555555555	12	15	392	4044	7	4
A000682	30	32	3.90625	10	22	125	972	6	3
A000682	30	10	4.0	8	15	40	252	5	2
A000682	30	4	3.0	6	22	12	63	4	1
A000682	30	1	3.0	4	15	3	15	3	0
A000682	31	208	1.5865384615384615	58	22	330	1023	3	27
A000682	31	462	1.4978354978354977	56	15	692	255	4	26
A000682	31	962	1.634095634095634	54	22	1572	63	4	25
A000682	31	2024	1.5706521739130435	52	15	3179	91	4	24
A000682	31	4188	1.6210601719197708	50	22	6789	668	5	23
A000682	31	8403	1.632393192907295	48	15	13717	252	5	22
A000682	31	16938	1.6333097177943086	46	22	27665	972	6	21
A000682	31	32417	1.6769904679643397	44	15	54363	2780	6	20
A000682	31	61929	1.6747081335077265	42	22	103713	10700	7	19
A000682	31	109888	1.7355489225393128	40	15	190716	4044	7	18
A000682	31	188764	1.7617925028077388	38	22	332563	15564	8	17
A000682	31	291640	1.8493759429433547	36	15	539352	44492	8	16
A000682	31	424058	1.9086870192285017	34	22	809394	171212	9	15
A000682	31	557714	1.9970988714645859	32	15	1113810	64716	9	14
A000682	31	641766	2.123158596747101	30	22	1362571	249036	10	13
A000682	31	582147	2.384877015599153	28	15	1388349	711884	10	12
A000682	31	345577	3.017428821941275	26	22	1042754	2739404	11	11
A000682	31	115907	4.316995522272166	24	15	500370	1035468	11	10
A000682	31	33536	4.745258826335878	22	22	159137	3984588	12	9
A000682	31	9823	4.701313244426347	20	15	46181	1035468	11	8
A000682	31	2950	4.617966101694916	18	22	13623	249036	10	7
A000682	31	895	4.5664804469273745	16	15	4087	64716	9	6
A000682	31	286	4.384615384615385	14	22	1254	15564	8	5
A000682	31	90	4.355555555555555	12	15	392	4044	7	4
A000682	31	32	3.90625	10	22	125	972	6	3
A000682	31	10	4.0	8	15	40	252	5	2
A000682	31	4	3.0	6	22	12	63	4	1
A000682	31	1	3.0	4	15	3	15	3	0
A000682	32	485	1.4907216494845361	58	22	723	1023	4	27
A000682	32	994	1.6378269617706238	56	15	1628	255	4	26
A000682	32	2141	1.5614198972442783	54	22	3343	63	4	25
A000682	32	4376	1.6238574040219378	52	15	7106	252	5	24
A000682	32	8995	1.6216787103946637	50	22	14587	668	5	23
A000682	32	17974	1.6340269277845778	48	15	29370	2780	6	22
A000682	32	35420	1.662507058159232	46	22	58886	972	6	21
A000682	32	67436	1.6712438460169643	44	15	112702	4044	7	20
A000682	32	125042	1.7100814126453512	42	22	213832	10700	7	19
A000682	32	216991	1.7456991303786793	40	15	378801	44492	8	18
A000682	32	357068	1.8061013588448138	38	22	644901	15564	8	17
A000682	32	535485	1.873340989943696	36	15	1003146	64716	9	16
A000682	32	748586	1.9463374949571592	34	22	1457001	171212	9	15
A000682	32	939680	2.038054444066065	32	15	1915119	711884	10	14
A000682	32	1000525	2.201606156767697	30	22	2202762	249036	10	13
A000682	32	793970	2.5579895965842536	28	15	2030967	1035468	11	12
A000682	32	385680	3.4030310101638666	26	22	1312481	2739404	11	11
A000682	32	115907	4.62005745986006	24	15	535497	11390156	12	10
A000682	32	33536	4.745258826335878	22	22	159137	3984588	12	9
A000682	32	9823	4.701313244426347	20	15	46181	1035468	11	8
A000682	32	2950	4.617966101694916	18	22	13623	249036	10	7
A000682	32	895	4.5664804469273745	16	15	4087	64716	9	6
A000682	32	286	4.384615384615385	14	22	1254	15564	8	5
A000682	32	90	4.355555555555555	12	15	392	4044	7	4
A000682	32	32	3.90625	10	22	125	972	6	3
A000682	32	10	4.0	8	15	40	252	5	2
A000682	32	4	3.0	6	22	12	63	4	1
A000682	32	1	3.0	4	15	3	15	3	0
A000682	33	1050	1.6304761904761904	58	22	1712	16383	4	27
A000682	33	2230	1.5659192825112107	56	15	3492	91	4	26
A000682	33	4659	1.6151534664091007	54	22	7525	668	5	25
A000682	33	9478	1.624287824435535	52	15	15395	252	5	24
A000682	33	19399	1.6234857466879735	50	22	31494	972	6	23
A000682	33	37980	1.6622432859399685	48	15	63132	2780	6	22
A000682	33	74589	1.6557937497486224	46	22	123504	10700	7	21
A000682	33	138361	1.7038544098409234	44	15	235747	4044	7	20
A000682	33	252319	1.7162203401250005	42	22	433035	15564	8	19
A000682	33	422538	1.783165064443908	40	15	753455	44492	8	18
A000682	33	673266	1.8310014169733806	38	22	1232751	171212	9	17
A000682	33	983050	1.9032989166369971	36	15	1871038	64716	9	16
A000682	33	1332136	1.9717648948755984	34	22	2626659	249036	10	15
A000682	33	1593398	2.083242228244293	32	15	3319434	711884	10	14
A000682	33	1552529	2.2998926268043944	30	22	3570650	2739404	11	13
A000682	33	1051296	2.7902255882263414	28	15	2933353	1035468	11	12
A000682	33	405394	3.943435275312412	26	22	1598645	3984588	12	11
A000682	33	115907	4.783533350013373	24	15	554445	11390156	12	10
A000682	33	33536	4.745258826335878	22	22	159137	3984588	12	9
A000682	33	9823	4.701313244426347	20	15	46181	1035468	11	8
A000682	33	2950	4.617966101694916	18	22	13623	249036	10	7
A000682	33	895	4.5664804469273745	16	15	4087	64716	9	6
A000682	33	286	4.384615384615385	14	22	1254	15564	8	5
A000682	33	90	4.355555555555555	12	15	392	4044	7	4
A000682	33	32	3.90625	10	22	125	972	6	3
A000682	33	10	4.0	8	15	40	252	5	2
