4,2,2
5,2,8
6,2,14
7,2,22
8,2,30
9,2,40
10,2,50
11,2,62
12,2,74
13,2,88
14,2,102
15,2,118
16,2,134
17,2,152
18,2,170
19,2,190
20,2,210
21,2,232
22,2,254
23,2,278
24,2,302
25,2,328
26,2,354
27,2,382
28,2,410
29,2,440
30,2,470
31,2,502
32,2,534
33,2,568
34,2,602
35,2,638
36,2,674
37,2,712
38,2,750
39,2,790
40,2,830
41,2,872
42,2,914
43,2,958
44,2,1002
45,2,1048
46,2,1094
47,2,1142
48,2,1190
49,2,1240
50,2,1290
51,2,1342
52,2,1394
53,2,1448
54,2,1502
55,2,1558
56,2,1614
57,2,1672
58,2,1730
59,2,1790
60,2,1850
61,2,1912
62,2,1974
63,2,2038
64,2,2102
65,2,2168
66,2,2234
67,2,2302
68,2,2370
69,2,2440
70,2,2510
71,2,2582
72,2,2654
73,2,2728
74,2,2802
75,2,2878
76,2,2954
77,2,3032
78,2,3110
79,2,3190
80,2,3270
81,2,3352
82,2,3434
83,2,3518
84,2,3602
85,2,3688
86,2,3774
87,2,3862
88,2,3950
89,2,4040
90,2,4130
91,2,4222
92,2,4314
93,2,4408
94,2,4502
95,2,4598
96,2,4694
97,2,4792
98,2,4890
99,2,4990
100,2,5090
101,2,5192
102,2,5294
103,2,5398
104,2,5502
105,2,5608
106,2,5714
107,2,5822
108,2,5930
109,2,6040
110,2,6150
111,2,6262
112,2,6374
113,2,6488
114,2,6602
115,2,6718
116,2,6834
117,2,6952
118,2,7070
119,2,7190
120,2,7310
121,2,7432
122,2,7554
123,2,7678
124,2,7802
125,2,7928
126,2,8054
127,2,8182
128,2,8310
129,2,8440
130,2,8570
131,2,8702
132,2,8834
133,2,8968
134,2,9102
135,2,9238
136,2,9374
137,2,9512
138,2,9650
139,2,9790
140,2,9930
141,2,10072
142,2,10214
143,2,10358
144,2,10502
145,2,10648
146,2,10794
147,2,10942
148,2,11090
149,2,11240
150,2,11390
151,2,11542
152,2,11694
153,2,11848
154,2,12002
155,2,12158
156,2,12314
157,2,12472
158,2,12630
159,2,12790
160,2,12950
161,2,13112
162,2,13274
163,2,13438
164,2,13602
165,2,13768
166,2,13934
167,2,14102
168,2,14270
169,2,14440
170,2,14610
171,2,14782
172,2,14954
173,2,15128
174,2,15302
175,2,15478
176,2,15654
177,2,15832
178,2,16010
179,2,16190
180,2,16370
181,2,16552
182,2,16734
183,2,16918
184,2,17102
185,2,17288
186,2,17474
187,2,17662
188,2,17850
189,2,18040
190,2,18230
191,2,18422
192,2,18614
193,2,18808
194,2,19002
195,2,19198
196,2,19394
197,2,19592
198,2,19790
199,2,19990
200,2,20190
201,2,20392
202,2,20594
203,2,20798
204,2,21002
205,2,21208
206,2,21414
207,2,21622
208,2,21830
209,2,22040
210,2,22250
211,2,22462
212,2,22674
213,2,22888
214,2,23102
215,2,23318
216,2,23534
217,2,23752
218,2,23970
219,2,24190
220,2,24410
221,2,24632
222,2,24854
223,2,25078
224,2,25302
225,2,25528
226,2,25754
227,2,25982
228,2,26210
229,2,26440
230,2,26670
231,2,26902
232,2,27134
233,2,27368
234,2,27602
235,2,27838
236,2,28074
237,2,28312
238,2,28550
239,2,28790
240,2,29030
241,2,29272
242,2,29514
243,2,29758
244,2,30002
245,2,30248
246,2,30494
247,2,30742
248,2,30990
249,2,31240
250,2,31490
251,2,31742
252,2,31994
253,2,32248
254,2,32502
255,2,32758
256,2,33014
257,2,33272
258,2,33530
259,2,33790
260,2,34050
261,2,34312
262,2,34574
263,2,34838
264,2,35102
265,2,35368
266,2,35634
267,2,35902
268,2,36170
269,2,36440
270,2,36710
271,2,36982
272,2,37254
273,2,37528
274,2,37802
275,2,38078
276,2,38354
277,2,38632
278,2,38910
279,2,39190
280,2,39470
281,2,39752
282,2,40034
283,2,40318
284,2,40602
285,2,40888
286,2,41174
287,2,41462
288,2,41750
289,2,42040
290,2,42330
291,2,42622
292,2,42914
293,2,43208
294,2,43502
295,2,43798
296,2,44094
297,2,44392
298,2,44690
299,2,44990
300,2,45290
