oeisID,n,boundary,buckets,arcCodes,arcCodeBitWidth,crossingsBitWidth
A000682,40,17,91925448,41771189,36,36
A000682,40,16,84766101,33402457,34,38
A000682,40,15,55825149,16805531,32,39
A000682,40,14,23520848,5147287,30,41
A000682,40,13,6991892,1439437,28,43
A000682,40,12,1961369,406418,26,44
A000682,40,11,555469,115907,24,46
A000682,40,10,159137,33536,22,48
A000682,40,9,46181,9823,20,50
A000682,40,8,13623,2950,18,51
A000682,40,7,4087,895,16,53
A000682,40,6,1254,286,14,55
A000682,40,5,392,90,12,56
A000682,40,4,125,32,10,58
A000682,40,3,40,10,8,60
A000682,40,2,12,4,6,61
A000682,40,1,3,1,4,61
A000682,41,41,0,22,88,1
A000682,41,40,60,60,82,1
A000682,41,39,209,132,80,2
A000682,41,38,455,288,78,3
A000682,41,37,977,657,76,5
A000682,41,36,2272,1402,74,6
A000682,41,35,4744,3054,72,8
A000682,41,34,10469,6543,70,9
A000682,41,33,22107,13778,68,11
A000682,41,32,46810,29243,66,13
A000682,41,31,98208,60232,64,14
A000682,41,30,202668,125229,62,16
A000682,41,29,416053,252435,60,17
A000682,41,28,838599,510033,58,19
A000682,41,27,1666083,997638,56,21
A000682,41,26,3248383,1935606,54,22
A000682,41,25,6145318,3599052,52,24
A000682,41,24,11307209,6525956,50,26
A000682,41,23,19760568,11128554,48,27
A000682,41,22,33113935,18223012,46,29
A000682,41,21,52462559,28250921,44,31
A000682,41,20,78893438,41405721,42,32
A000682,41,19,110205666,55974868,40,34
A000682,41,18,139092963,66780448,38,36
A000682,41,17,149051875,65038713,36,38
A000682,41,16,123426818,44705123,34,39
A000682,41,15,69060258,18230922,32,41
A000682,41,14,24820492,5147288,30,43
A000682,41,13,6991893,1439437,28,44
A000682,41,12,1961369,406418,26,46
A000682,41,11,555469,115907,24,48
A000682,41,10,159137,33536,22,50
A000682,41,9,46181,9823,20,51
A000682,41,8,13623,2950,18,53
A000682,41,7,4087,895,16,55
A000682,41,6,1254,286,14,56
A000682,41,5,392,90,12,58
A000682,41,4,125,32,10,60
A000682,41,3,40,10,8,61
A000682,41,2,12,4,6,63
A000682,41,1,3,1,4,63
A000682,42,42,0,23,90,1
A000682,42,41,61,61,84,1
A000682,42,40,216,136,82,2
A000682,42,39,463,293,80,3
A000682,42,38,1008,680,78,5
A000682,42,37,2328,1434,76,6
A000682,42,36,4908,3171,74,8
A000682,42,35,10786,6731,72,9
A000682,42,34,22977,14370,70,11
A000682,42,33,48515,30279,68,13
A000682,42,32,102731,63235,66,14
A000682,42,31,211657,130736,64,16
A000682,42,30,439213,267633,62,17
A000682,42,29,885309,538690,60,19
A000682,42,28,1783508,1074164,58,21
A000682,42,27,3488117,2082647,56,22
A000682,42,26,6735709,3981450,54,24
A000682,42,25,12518133,7266560,52,26
A000682,42,24,22556659,12885048,50,27
A000682,42,23,38585142,21464271,48,29
A000682,42,22,63087090,34419990,46,31
A000682,42,21,97976010,52193290,44,32
A000682,42,20,143205206,74378743,42,34
A000682,42,19,193254057,96248436,40,36
A000682,42,18,230532979,107506889,38,38
A000682,42,17,227278875,93671786,36,39
A000682,42,16,165270633,54353742,34,41
A000682,42,15,79044654,18536446,32,43
A000682,42,14,25121921,5147288,30,44
A000682,42,13,6991893,1439437,28,46
A000682,42,12,1961369,406418,26,48
A000682,42,11,555469,115907,24,50
A000682,42,10,159137,33536,22,51
A000682,42,9,46181,9823,20,53
A000682,42,8,13623,2950,18,55
A000682,42,7,4087,895,16,57
A000682,42,6,1254,286,14,58
A000682,42,5,392,90,12,60
A000682,42,4,125,32,10,62
A000682,42,3,40,10,8,63
A000682,42,2,12,4,6,64
A000682,42,1,3,1,4,65
A000682,43,43,0,23,92,1
A000682,43,42,63,63,86,1
A000682,43,41,220,139,84,2
A000682,43,40,480,304,82,3
A000682,43,39,1034,696,80,5
A000682,43,38,2412,1490,78,6
A000682,43,37,5057,3260,76,8
A000682,43,36,11205,7014,74,9
A000682,43,35,23785,14853,72,11
A000682,43,34,50639,31704,70,13
A000682,43,33,106977,65795,68,14
A000682,43,32,222459,137889,66,16
A000682,43,31,461130,280954,64,17
A000682,43,30,940015,574486,62,19
A000682,43,29,1895376,1142514,60,21
A000682,43,28,3763430,2261186,58,22
A000682,43,27,7301952,4328340,56,24
A000682,43,26,13888367,8147148,54,26
A000682,43,25,25358758,14592448,52,27
A000682,43,24,44777107,25265325,50,29
A000682,43,23,74987273,41393035,48,31
A000682,43,22,120433195,65089828,46,32
A000682,43,21,183181758,96943639,44,34
A000682,43,20,261558161,134044081,42,36
A000682,43,19,339476211,165982204,40,38
A000682,43,18,382193208,171738576,38,39
A000682,43,17,341554878,131613198,36,41
A000682,43,16,215010918,62497459,34,43
A000682,43,15,86490799,18548734,32,44
A000682,43,14,25134208,5147288,30,46
A000682,43,13,6991893,1439437,28,48
A000682,43,12,1961369,406418,26,50
A000682,43,11,555469,115907,24,51
A000682,43,10,159137,33536,22,53
A000682,43,9,46181,9823,20,55
A000682,43,8,13623,2950,18,57
A000682,43,7,4087,895,16,58
A000682,43,6,1254,286,14,60
A000682,43,5,392,90,12,62
A000682,43,4,125,32,10,63
A000682,43,3,40,10,8,65
A000682,43,2,12,4,6,66
A000682,43,1,3,1,4,67
A000682,44,44,0,24,94,1
A000682,44,43,64,64,88,1
A000682,44,42,227,143,86,2
A000682,44,41,488,309,84,3
A000682,44,40,1065,719,82,5
A000682,44,39,2468,1522,80,6
A000682,44,38,5221,3377,78,8
A000682,44,37,11522,7202,76,9
A000682,44,36,24655,15445,74,11
A000682,44,35,52344,32740,72,13
A000682,44,34,111500,68798,70,14
A000682,44,33,231448,143396,68,16
A000682,44,32,484290,296152,66,17
A000682,44,31,986725,603143,64,19
A000682,44,30,2012801,1219040,62,21
A000682,44,29,4003166,2408229,60,22
A000682,44,28,7893049,4711440,58,24
A000682,44,27,15105257,8893060,56,26
A000682,44,26,28272493,16457220,54,27
A000682,44,25,50675012,28830922,52,29
A000682,44,24,87409266,48862572,50,31
A000682,44,23,143780447,78574285,48,32
A000682,44,22,225769164,121160468,46,34
A000682,44,21,335799577,175572763,44,36
A000682,44,20,463126519,233833732,42,38
A000682,44,19,573255983,272636523,40,39
A000682,44,18,597548359,256427264,38,41
A000682,44,17,476691712,168558175,36,43
A000682,44,16,256927790,66334929,34,44
A000682,44,15,90039127,18548734,32,46
A000682,44,14,25134208,5147288,30,48
A000682,44,13,6991893,1439437,28,50
A000682,44,12,1961369,406418,26,51
A000682,44,11,555469,115907,24,53
A000682,44,10,159137,33536,22,55
A000682,44,9,46181,9823,20,57
A000682,44,8,13623,2950,18,58
A000682,44,7,4087,895,16,60
A000682,44,6,1254,286,14,62
A000682,44,5,392,90,12,63
A000682,44,4,125,32,10,65
A000682,44,3,40,10,8,67
A000682,44,2,12,4,6,68
A000682,44,1,3,1,4,68
A005316,2,2,0,1,5,1
A005316,2,1,1,1,4,1
A005316,3,3,0,1,4,1
A005316,3,2,3,3,6,1
A005316,3,1,2,1,4,2
A005316,4,4,0,1,5,1
A005316,4,3,2,2,7,1
A005316,4,2,4,4,6,1
A005316,4,1,3,1,4,2
A005316,5,5,0,1,4,1
A005316,5,4,3,3,6,1
A005316,5,3,7,6,8,2
A005316,5,2,9,4,6,3
A005316,5,1,3,1,4,4
A005316,6,6,0,1,5,1
A005316,6,5,2,2,7,1
A005316,6,4,6,6,9,1
A005316,6,3,13,8,8,2
A005316,6,2,10,4,6,3
A005316,6,1,3,1,4,4
A005316,7,7,0,1,4,1
A005316,7,6,3,3,6,1
A005316,7,5,7,6,8,2
A005316,7,4,20,15,10,3
A005316,7,3,23,10,8,4
A005316,7,2,12,4,6,5
A005316,7,1,3,1,4,6
A005316,8,8,0,1,5,1
A005316,8,7,2,2,7,1
A005316,8,6,6,6,9,1
A005316,8,5,16,11,11,2
A005316,8,4,31,21,10,3
A005316,8,3,30,10,8,5
A005316,8,2,12,4,6,6
A005316,8,1,3,1,4,7
A005316,9,9,0,1,4,1
A005316,9,8,3,3,6,1
A005316,9,7,7,6,8,2
A005316,9,6,20,15,10,3
A005316,9,5,42,29,12,4
A005316,9,4,61,28,10,5
A005316,9,3,36,10,8,6
A005316,9,2,12,4,6,8
A005316,9,1,3,1,4,9
A005316,10,10,0,1,5,1
A005316,10,9,2,2,7,1
A005316,10,8,6,6,9,1
A005316,10,7,16,11,11,2
A005316,10,6,37,27,13,3
A005316,10,5,71,42,12,5
A005316,10,4,77,30,10,6
A005316,10,3,38,10,8,7
A005316,10,2,12,4,6,9
A005316,10,1,3,1,4,10
A005316,11,11,0,1,4,1
A005316,11,10,3,3,6,1
A005316,11,9,7,6,8,2
A005316,11,8,20,15,10,3
A005316,11,7,42,29,12,4
A005316,11,6,100,67,14,5
A005316,11,5,138,65,12,6
A005316,11,4,104,32,10,8
A005316,11,3,40,10,8,9
A005316,11,2,12,4,6,10
A005316,11,1,3,1,4,11
A005316,12,12,0,1,5,1
A005316,12,11,2,2,7,1
A005316,12,10,6,6,9,1
A005316,12,9,16,11,11,2
A005316,12,8,37,27,13,3
A005316,12,7,81,52,15,5
A005316,12,6,160,99,14,6
A005316,12,5,188,75,12,7
A005316,12,4,112,32,10,9
A005316,12,3,40,10,8,10
A005316,12,2,12,4,6,11
A005316,12,1,3,1,4,12
A005316,13,13,0,1,4,1
A005316,13,12,3,3,6,1
A005316,13,11,7,6,8,2
A005316,13,10,20,15,10,3
A005316,13,9,42,29,12,4
A005316,13,8,100,67,14,5
A005316,13,7,207,134,16,6
A005316,13,6,329,160,14,8
A005316,13,5,271,90,12,9
A005316,13,4,125,32,10,10
A005316,13,3,40,10,8,12
A005316,13,2,12,4,6,13
A005316,13,1,3,1,4,14
A005316,14,14,0,1,5,1
A005316,14,13,2,2,7,1
A005316,14,12,6,6,9,1
A005316,14,11,16,11,11,2
A005316,14,10,37,27,13,3
A005316,14,9,81,52,15,5
A005316,14,8,180,119,17,6
A005316,14,7,347,204,16,7
A005316,14,6,451,196,14,9
A005316,14,5,306,90,12,10
A005316,14,4,125,32,10,11
A005316,14,3,40,10,8,13
A005316,14,2,12,4,6,14
A005316,14,1,3,1,4,15
A005316,15,15,0,1,4,1
A005316,15,14,3,3,6,1
A005316,15,13,7,6,8,2
A005316,15,12,20,15,10,3
A005316,15,11,42,29,12,4
A005316,15,10,100,67,14,5
A005316,15,9,207,134,16,6
A005316,15,8,468,299,18,8
A005316,15,7,723,363,16,9
A005316,15,6,708,261,14,10
A005316,15,5,367,90,12,12
A005316,15,4,125,32,10,13
A005316,15,3,40,10,8,15
A005316,15,2,12,4,6,16
A005316,15,1,3,1,4,17
A005316,16,16,0,1,5,1
A005316,16,15,2,2,7,1
A005316,16,14,6,6,9,1
A005316,16,13,16,11,11,2
A005316,16,12,37,27,13,3
A005316,16,11,81,52,15,5
A005316,16,10,180,119,17,6
A005316,16,9,382,239,19,7
A005316,16,8,766,461,18,9
A005316,16,7,1042,472,16,10
A005316,16,6,834,271,14,11
A005316,16,5,377,90,12,13
A005316,16,4,125,32,10,14
A005316,16,3,40,10,8,16
A005316,16,2,12,4,6,18
A005316,16,1,3,1,4,18
A005316,17,17,0,1,4,1
A005316,17,16,3,3,6,1
A005316,17,15,7,6,8,2
A005316,17,14,20,15,10,3
A005316,17,13,42,29,12,4
A005316,17,12,100,67,14,5
A005316,17,11,207,134,16,6
A005316,17,10,468,299,18,8
A005316,17,9,974,614,20,9
A005316,17,8,1653,845,18,10
A005316,17,7,1739,699,16,12
A005316,17,6,1083,286,14,13
A005316,17,5,392,90,12,15
A005316,17,4,125,32,10,16
A005316,17,3,40,10,8,18
A005316,17,2,12,4,6,19
A005316,17,1,3,1,4,20
A005316,18,18,0,1,5,1
A005316,18,17,2,2,7,1
A005316,18,16,6,6,9,1
A005316,18,15,16,11,11,2
A005316,18,14,37,27,13,3
A005316,18,13,81,52,15,5
A005316,18,12,180,119,17,6
A005316,18,11,382,239,19,7
A005316,18,10,836,531,21,9
A005316,18,9,1643,968,20,10
A005316,18,8,2409,1144,18,11
A005316,18,7,2148,769,16,13
A005316,18,6,1143,286,14,14
A005316,18,5,392,90,12,16
A005316,18,4,125,32,10,18
A005316,18,3,40,10,8,19
A005316,18,2,12,4,6,21
A005316,18,1,3,1,4,22
A005316,19,19,0,1,4,1
A005316,19,18,3,3,6,1
A005316,19,17,7,6,8,2
A005316,19,16,20,15,10,3
A005316,19,15,42,29,12,4
A005316,19,14,100,67,14,5
A005316,19,13,207,134,16,6
A005316,19,12,468,299,18,8
A005316,19,11,974,614,20,9
A005316,19,10,2156,1348,22,10
A005316,19,9,3599,1890,20,12
A005316,19,8,4267,1830,18,13
A005316,19,7,3023,895,16,15
A005316,19,6,1254,286,14,16
A005316,19,5,392,90,12,18
A005316,19,4,125,32,10,19
A005316,19,3,40,10,8,21
A005316,19,2,12,4,6,23
A005316,19,1,3,1,4,23
A005316,20,20,0,1,5,1
A005316,20,19,2,2,7,1
A005316,20,18,6,6,9,1
A005316,20,17,16,11,11,2
A005316,20,16,37,27,13,3
A005316,20,15,81,52,15,5
A005316,20,14,180,119,17,6
A005316,20,13,382,239,19,7
A005316,20,12,836,531,21,9
A005316,20,11,1769,1094,23,10
A005316,20,10,3592,2145,22,11
A005316,20,9,5428,2664,20,13
A005316,20,8,5494,2135,18,14
A005316,20,7,3311,895,16,16
A005316,20,6,1254,286,14,18
A005316,20,5,392,90,12,19
A005316,20,4,125,32,10,21
A005316,20,3,40,10,8,22
A005316,20,2,12,4,6,24
A005316,20,1,3,1,4,25
A005316,21,21,0,1,4,1
A005316,21,20,3,3,6,1
A005316,21,19,7,6,8,2
A005316,21,18,20,15,10,3
A005316,21,17,42,29,12,4
A005316,21,16,100,67,14,5
A005316,21,15,207,134,16,6
A005316,21,14,468,299,18,8
A005316,21,13,974,614,20,9
A005316,21,12,2156,1348,22,10
A005316,21,11,4522,2813,24,12
A005316,21,10,8056,4278,22,13
A005316,21,9,10072,4579,20,15
A005316,21,8,8323,2754,18,16
A005316,21,7,3891,895,16,18
A005316,21,6,1254,286,14,19
A005316,21,5,392,90,12,21
A005316,21,4,125,32,10,23
A005316,21,3,40,10,8,24
A005316,21,2,12,4,6,26
A005316,21,1,3,1,4,27
A005316,22,22,0,1,5,1
A005316,22,21,2,2,7,1
A005316,22,20,6,6,9,1
A005316,22,19,16,11,11,2
A005316,22,18,37,27,13,3
A005316,22,17,81,52,15,5
A005316,22,16,180,119,17,6
A005316,22,15,382,239,19,7
A005316,22,14,836,531,21,9
A005316,22,13,1769,1094,23,10
A005316,22,12,3844,2397,25,11
A005316,22,11,7692,4550,24,13
A005316,22,10,12271,6195,22,14
A005316,22,9,13497,5657,20,16
A005316,22,8,9502,2824,18,18
A005316,22,7,3961,895,16,19
A005316,22,6,1254,286,14,21
A005316,22,5,392,90,12,22
A005316,22,4,125,32,10,24
A005316,22,3,40,10,8,26
A005316,22,2,12,4,6,27
A005316,22,1,3,1,4,28
A005316,23,23,0,1,4,1
A005316,23,22,3,3,6,1
A005316,23,21,7,6,8,2
A005316,23,20,20,15,10,3
A005316,23,19,42,29,12,4
A005316,23,18,100,67,14,5
A005316,23,17,207,134,16,6
A005316,23,16,468,299,18,8
A005316,23,15,974,614,20,9
A005316,23,14,2156,1348,22,10
A005316,23,13,4522,2813,24,12
A005316,23,12,9903,6125,26,13
A005316,23,11,17472,9474,24,15
A005316,23,10,23726,11215,22,16
A005316,23,9,21880,8059,20,18
A005316,23,8,12055,2950,18,19
A005316,23,7,4087,895,16,21
A005316,23,6,1254,286,14,23
A005316,23,5,392,90,12,24
A005316,23,4,125,32,10,26
A005316,23,3,40,10,8,27
A005316,23,2,12,4,6,29
A005316,23,1,3,1,4,30
A005316,24,24,0,1,5,1
A005316,24,23,2,2,7,1
A005316,24,22,6,6,9,1
A005316,24,21,16,11,11,2
A005316,24,20,37,27,13,3
A005316,24,19,81,52,15,5
A005316,24,18,180,119,17,6
A005316,24,17,382,239,19,7
A005316,24,16,836,531,21,9
A005316,24,15,1769,1094,23,10
A005316,24,14,3844,2397,25,11
A005316,24,13,8154,5012,27,13
A005316,24,12,16726,9978,26,14
A005316,24,11,27264,14099,24,16
A005316,24,10,32863,14533,22,18
A005316,24,9,26078,8647,20,19
A005316,24,8,12573,2950,18,21
A005316,24,7,4087,895,16,22
A005316,24,6,1254,286,14,24
A005316,24,5,392,90,12,26
A005316,24,4,125,32,10,27
A005316,24,3,40,10,8,29
A005316,24,2,12,4,6,30
A005316,24,1,3,1,4,31
A005316,25,25,0,1,4,1
A005316,25,24,3,3,6,1
A005316,25,23,7,6,8,2
A005316,25,22,20,15,10,3
A005316,25,21,42,29,12,4
A005316,25,20,100,67,14,5
A005316,25,19,207,134,16,6
A005316,25,18,468,299,18,8
A005316,25,17,974,614,20,9
A005316,25,16,2156,1348,22,10
A005316,25,15,4522,2813,24,12
A005316,25,14,9903,6125,26,13
A005316,25,13,20903,12905,28,15
A005316,25,12,38631,21107,26,16
A005316,25,11,54528,26770,24,18
A005316,25,10,56405,22496,22,19
A005316,25,9,35729,9823,20,21
A005316,25,8,13623,2950,18,23
A005316,25,7,4087,895,16,24
A005316,25,6,1254,286,14,26
A005316,25,5,392,90,12,27
A005316,25,4,125,32,10,29
A005316,25,3,40,10,8,30
A005316,25,2,12,4,6,32
A005316,25,1,3,1,4,33
A005316,26,26,0,1,5,1
A005316,26,25,2,2,7,1
A005316,26,24,6,6,9,1
A005316,26,23,16,11,11,2
A005316,26,22,37,27,13,3
A005316,26,21,81,52,15,5
A005316,26,20,180,119,17,6
A005316,26,19,382,239,19,7
A005316,26,18,836,531,21,9
A005316,26,17,1769,1094,23,10
A005316,26,16,3844,2397,25,11
A005316,26,15,8154,5012,27,13
A005316,26,14,17650,10902,29,14
A005316,26,13,35832,21281,28,16
A005316,26,12,60768,32006,26,18
A005316,26,11,77851,36190,24,19
A005316,26,10,70133,25422,22,21
A005316,26,9,38473,9823,20,22
A005316,26,8,13623,2950,18,24
A005316,26,7,4087,895,16,26
A005316,26,6,1254,286,14,27
A005316,26,5,392,90,12,29
A005316,26,4,125,32,10,30
A005316,26,3,40,10,8,32
A005316,26,2,12,4,6,34
A005316,26,1,3,1,4,34
A005316,27,27,0,1,4,1
A005316,27,26,3,3,6,1
A005316,27,25,7,6,8,2
A005316,27,24,20,15,10,3
A005316,27,23,42,29,12,4
A005316,27,22,100,67,14,5
A005316,27,21,207,134,16,6
A005316,27,20,468,299,18,8
A005316,27,19,974,614,20,9
A005316,27,18,2156,1348,22,10
A005316,27,17,4522,2813,24,12
A005316,27,16,9903,6125,26,13
A005316,27,15,20903,12905,28,15
A005316,27,14,45494,27970,30,16
A005316,27,13,83606,46413,28,18
A005316,27,12,125113,62958,26,19
A005316,27,11,140580,60170,24,21
A005316,27,10,103352,31772,22,23
A005316,27,9,44417,9823,20,24
A005316,27,8,13623,2950,18,26
A005316,27,7,4087,895,16,27
A005316,27,6,1254,286,14,29
A005316,27,5,392,90,12,30
A005316,27,4,125,32,10,32
A005316,27,3,40,10,8,34
A005316,27,2,12,4,6,36
A005316,27,1,3,1,4,36
A005316,28,28,0,1,5,1
A005316,28,27,2,2,7,1
A005316,28,26,6,6,9,1
A005316,28,25,16,11,11,2
A005316,28,24,37,27,13,3
A005316,28,23,81,52,15,5
A005316,28,22,180,119,17,6
A005316,28,21,382,239,19,7
A005316,28,20,836,531,21,9
A005316,28,19,1769,1094,23,10
A005316,28,18,3844,2397,25,11
A005316,28,17,8154,5012,27,13
A005316,28,16,17650,10902,29,14
A005316,28,15,37548,22997,31,16
A005316,28,14,77653,46383,30,18
A005316,28,13,133841,71743,28,19
A005316,28,12,183064,88066,26,21
A005316,28,11,181838,71702,24,22
A005316,28,10,115570,32360,22,24
A005316,28,9,45005,9823,20,26
A005316,28,8,13623,2950,18,27
A005316,28,7,4087,895,16,29
A005316,28,6,1254,286,14,30
A005316,28,5,392,90,12,32
A005316,28,4,125,32,10,34
A005316,28,3,40,10,8,35
A005316,28,2,12,4,6,37
A005316,28,1,3,1,4,38
A005316,29,29,0,1,4,1
A005316,29,28,3,3,6,1
A005316,29,27,7,6,8,2
A005316,29,26,20,15,10,3
A005316,29,25,42,29,12,4
A005316,29,24,100,67,14,5
A005316,29,23,207,134,16,6
A005316,29,22,468,299,18,8
A005316,29,21,974,614,20,9
A005316,29,20,2156,1348,22,10
A005316,29,19,4522,2813,24,12
A005316,29,18,9903,6125,26,13
A005316,29,17,20903,12905,28,15
A005316,29,16,45494,27970,30,16
A005316,29,15,96475,59282,32,18
A005316,29,14,183418,102390,30,19
A005316,29,13,282471,145814,28,21
A005316,29,12,344639,155152,26,23
A005316,29,11,286404,98483,24,24
A005316,29,10,143477,33536,22,26
A005316,29,9,46181,9823,20,27
A005316,29,8,13623,2950,18,29
A005316,29,7,4087,895,16,30
A005316,29,6,1254,286,14,32
A005316,29,5,392,90,12,34
A005316,29,4,125,32,10,36
A005316,29,3,40,10,8,37
A005316,29,2,12,4,6,39
A005316,29,1,3,1,4,40
A005316,30,30,0,1,5,1
A005316,30,29,2,2,7,1
A005316,30,28,6,6,9,1
A005316,30,27,16,11,11,2
A005316,30,26,37,27,13,3
A005316,30,25,81,52,15,5
A005316,30,24,180,119,17,6
A005316,30,23,382,239,19,7
A005316,30,22,836,531,21,9
A005316,30,21,1769,1094,23,10
A005316,30,20,3844,2397,25,11
A005316,30,19,8154,5012,27,13
A005316,30,18,17650,10902,29,14
A005316,30,17,37548,22997,31,16
A005316,30,16,81085,49815,33,18
A005316,30,15,166470,99224,32,19
A005316,30,14,295535,160441,30,21
A005316,30,13,422612,210102,28,22
A005316,30,12,462019,194029,26,24
A005316,30,11,333177,104027,24,26
A005316,30,10,148433,33536,22,27
A005316,30,9,46181,9823,20,29
A005316,30,8,13623,2950,18,30
A005316,30,7,4087,895,16,32
A005316,30,6,1254,286,14,34
A005316,30,5,392,90,12,35
A005316,30,4,125,32,10,37
A005316,30,3,40,10,8,39
A005316,30,2,12,4,6,40
A005316,30,1,3,1,4,41
A005316,31,31,0,1,4,1
A005316,31,30,3,3,6,1
A005316,31,29,7,6,8,2
A005316,31,28,20,15,10,3
A005316,31,27,42,29,12,4
A005316,31,26,100,67,14,5
A005316,31,25,207,134,16,6
A005316,31,24,468,299,18,8
A005316,31,23,974,614,20,9
A005316,31,22,2156,1348,22,10
A005316,31,21,4522,2813,24,12
A005316,31,20,9903,6125,26,13
A005316,31,19,20903,12905,28,15
A005316,31,18,45494,27970,30,16
A005316,31,17,96475,59282,32,18
A005316,31,16,209157,128129,34,19
A005316,31,15,396395,223991,32,21
A005316,31,14,637022,334361,30,23
A005316,31,13,825471,388695,28,24
A005316,31,12,771569,289697,26,26
A005316,31,11,445084,115907,24,27
A005316,31,10,159137,33536,22,29
A005316,31,9,46181,9823,20,30
A005316,31,8,13623,2950,18,32
A005316,31,7,4087,895,16,34
A005316,31,6,1254,286,14,36
A005316,31,5,392,90,12,37
A005316,31,4,125,32,10,39
A005316,31,3,40,10,8,40
A005316,31,2,12,4,6,42
A005316,31,1,3,1,4,43
A005316,32,32,0,1,5,1
A005316,32,31,2,2,7,1
A005316,32,30,6,6,9,1
A005316,32,29,16,11,11,2
A005316,32,28,37,27,13,3
A005316,32,27,81,52,15,5
A005316,32,26,180,119,17,6
A005316,32,25,382,239,19,7
A005316,32,24,836,531,21,9
A005316,32,23,1769,1094,23,10
A005316,32,22,3844,2397,25,11
A005316,32,21,8154,5012,27,13
A005316,32,20,17650,10902,29,14
A005316,32,19,37548,22997,31,16
A005316,32,18,81085,49815,33,18
A005316,32,17,172905,105659,35,19
A005316,32,16,359950,215418,34,21
A005316,32,15,647118,355948,32,22
A005316,32,14,970381,493479,30,24
A005316,32,13,1142431,507660,28,26
A005316,32,12,934520,320039,26,27
A005316,32,11,473494,115907,24,29
A005316,32,10,159137,33536,22,30
A005316,32,9,46181,9823,20,32
A005316,32,8,13623,2950,18,34
A005316,32,7,4087,895,16,35
A005316,32,6,1254,286,14,37
A005316,32,5,392,90,12,39
A005316,32,4,125,32,10,40
A005316,32,3,40,10,8,42
A005316,32,2,12,4,6,43
A005316,32,1,3,1,4,44
A005316,33,33,0,1,4,1
A005316,33,32,3,3,6,1
A005316,33,31,7,6,8,2
A005316,33,30,20,15,10,3
A005316,33,29,42,29,12,4
A005316,33,28,100,67,14,5
A005316,33,27,207,134,16,6
A005316,33,26,468,299,18,8
A005316,33,25,974,614,20,9
A005316,33,24,2156,1348,22,10
A005316,33,23,4522,2813,24,12
A005316,33,22,9903,6125,26,13
A005316,33,21,20903,12905,28,15
A005316,33,20,45494,27970,30,16
A005316,33,19,96475,59282,32,18
A005316,33,18,209157,128129,34,19
A005316,33,17,445014,272610,36,21
A005316,33,16,865071,490913,34,23
A005316,33,15,1420971,759360,32,24
A005316,33,14,1953451,950127,30,26
A005316,33,13,2008683,814956,28,27
A005316,33,12,1340353,388994,26,29
A005316,33,11,538045,115907,24,30
A005316,33,10,159137,33536,22,32
A005316,33,9,46181,9823,20,34
A005316,33,8,13623,2950,18,36
A005316,33,7,4087,895,16,37
A005316,33,6,1254,286,14,39
A005316,33,5,392,90,12,40
A005316,33,4,125,32,10,42
A005316,33,3,40,10,8,44
A005316,33,2,12,4,6,45
A005316,33,1,3,1,4,46
A005316,34,34,0,1,5,1
A005316,34,33,2,2,7,1
A005316,34,32,6,6,9,1
A005316,34,31,16,11,11,2
A005316,34,30,37,27,13,3
A005316,34,29,81,52,15,5
A005316,34,28,180,119,17,6
A005316,34,27,382,239,19,7
A005316,34,26,836,531,21,9
A005316,34,25,1769,1094,23,10
A005316,34,24,3844,2397,25,11
A005316,34,23,8154,5012,27,13
A005316,34,22,17650,10902,29,14
A005316,34,21,37548,22997,31,16
A005316,34,20,81085,49815,33,18
A005316,34,19,172905,105659,35,19
A005316,34,18,372820,228288,37,21
A005316,34,17,772103,461628,36,22
A005316,34,16,1419716,788178,34,24
A005316,34,15,2200428,1144435,32,26
A005316,34,14,2779663,1288018,30,27
A005316,34,13,2528086,944778,28,29
A005316,34,12,1475275,394538,26,30
A005316,34,11,543589,115907,24,32
A005316,34,10,159137,33536,22,34
A005316,34,9,46181,9823,20,35
A005316,34,8,13623,2950,18,37
A005316,34,7,4087,895,16,39
A005316,34,6,1254,286,14,40
A005316,34,5,392,90,12,42
A005316,34,4,125,32,10,43
A005316,34,3,40,10,8,45
A005316,34,2,12,4,6,47
A005316,34,1,3,1,4,48
A005316,35,35,0,1,4,1
A005316,35,34,3,3,6,1
A005316,35,33,7,6,8,2
A005316,35,32,20,15,10,3
A005316,35,31,42,29,12,4
A005316,35,30,100,67,14,5
A005316,35,29,207,134,16,6
A005316,35,28,468,299,18,8
A005316,35,27,974,614,20,9
A005316,35,26,2156,1348,22,10
A005316,35,25,4522,2813,24,12
A005316,35,24,9903,6125,26,13
A005316,35,23,20903,12905,28,15
A005316,35,22,45494,27970,30,16
A005316,35,21,96475,59282,32,18
A005316,35,20,209157,128129,34,19
A005316,35,19,445014,272610,36,21
A005316,35,18,962310,588152,38,23
A005316,35,17,1867575,1069831,36,24
A005316,35,16,3167211,1712791,34,26
A005316,35,15,4550074,2279273,32,27
A005316,35,14,5107533,2197935,30,29
A005316,35,13,3870863,1255396,28,30
A005316,35,12,1794752,406418,26,32
A005316,35,11,555469,115907,24,34
A005316,35,10,159137,33536,22,36
A005316,35,9,46181,9823,20,37
A005316,35,8,13623,2950,18,39
A005316,35,7,4087,895,16,40
A005316,35,6,1254,286,14,42
A005316,35,5,392,90,12,44
A005316,35,4,125,32,10,45
A005316,35,3,40,10,8,47
A005316,35,2,12,4,6,49
A005316,35,1,3,1,4,50
A005316,36,36,0,1,5,1
A005316,36,35,2,2,7,1
